Iteration;FunGanamosTodos;mmontenegro;JavierMAlcalde;HaroldMesias;radiocondell;cronicacurico;rtlcurico;Mundo_Curico;luiscabello_cco;arriagadaPAD
13;0.028040741514072022;0.015666243461748785;0.01815462995325173;0.010268373796944676;0.009237746365855797;0.008199421294002774;0.008102226301434446;0.007564037503994661;0.007694057390826189;0.004732098878453182
14;0.02976793916118518;0.016807900576637683;0.019023691976114646;0.010919497726568311;0.009652219289388326;0.008567564408096728;0.008471267289392861;0.007933927909250897;0.008050506943677644;0.005114118676103629
15;0.031496902913343415;0.017951549680350305;0.019892081183252884;0.011571273663977387;0.01006625087374067;0.00893532755376975;0.008839927841148636;0.008303441141252428;0.008406569499822138;0.005496825098250633
16;0.033226407768854084;0.019096874068473105;0.02076002978870809;0.012223625428509929;0.01048002342723948;0.009302823123701606;0.009208369193784266;0.0086727361226289;0.008762377819113706;0.005880117503179036
17;0.03495757171691373;0.020243757436919797;0.021628091072514392;0.01287659202176888;0.010893795073816461;0.00967031458912432;0.009576806773586417;0.00904204408445587;0.009118182264330085;0.006263958195419736
18;0.03668970627014402;0.021392062759915093;0.022496435306562992;0.013530153054014185;0.011307683044993697;0.010037881752267781;0.00994534328780323;0.009411469399588453;0.00947407092475056;0.006648299871391041
19;0.03842347997221881;0.02254171983494823;0.023365280726787174;0.014184318644087429;0.011721786484677229;0.010405630239810131;0.010314061271996307;0.009781099787343813;0.00983014280993186;0.007033116576701832
20;0.04015842990621038;0.023692663950164134;0.02423471976585101;0.014839085167990483;0.012136166916967764;0.010773602758433299;0.010683014564958586;0.010150990428390464;0.010186444171415935;0.007418384079304769
21;0.04189501181565364;0.02484485568176131;0.025104842785227847;0.01549445737379404;0.012550864134190641;0.011141843655319308;0.011052236269114304;0.010521176085464897;0.01054301595629471;0.00780408659402508
22;0.04363289015818973;0.02599826212917983;0.025975694504966465;0.01615043690469219;0.012965907742636538;0.011510373385778936;0.011421752382782006;0.010891683393257098;0.010899880190281434;0.008190211028166116
23;0.04537239401240631;0.02715286126671754;0.026847312992884148;0.01680702764543976;0.013381313810066091;0.011879210830192263;0.011791576288740021;0.011262526195372921;0.011257054002971887;0.008576748116592625
24;0.04711327386691079;0.028308635230755386;0.02771971830247157;0.017464232631927437;0.013797095747925307;0.012248365054046194;0.012161719856586827;0.011633716561779039;0.011614547173814875;0.008963690507100816
25;0.048855772786916066;0.029465571395439944;0.028592926212532507;0.01812205532936144;0.014213259786998049;0.012617843954741364;0.0125321883047055;0.012005259754808028;0.01197236670301503;0.009351032758094178
26;0.050599703831740256;0.0306236594488846;0.02946694495867162;0.01878049876143773;0.014629811582511915;0.01298765117575874;0.01290298671399359;0.012377160853646608;0.012330516565413183;0.009738770592408656
27;0.05234524811395837;0.03178289185029838;0.030341780665030606;0.019439565835589343;0.015046753251380702;0.0133577898139811;0.013274116887711417;0.012749421570267167;0.01268899940220379;0.010126900749701316
28;0.05409226531799957;0.03294326229707894;0.031217436195839145;0.020099259092758746;0.015464086889347724;0.01372826106871573;0.013645580772743636;0.013122043773941392;0.013047816569440278;0.01051542064797814
29;0.055840890867001246;0.03410476607134302;0.032093913528150546;0.020759580820295942;0.01588181293268308;0.014099065958124123;0.014017378772860805;0.013495027746762823;0.013406968856704844;0.010904328272316886
30;0.057591019420808326;0.03526739911885672;0.03297121322350257;0.02142053298673443;0.01629993192048212;0.014470204648329403;0.014389511449944463;0.013868373955456753;0.013766456505854684;0.01129362200212991
31;0.05934275238893591;0.03643115835264169;0.03384933554775167;0.022082117307390625;0.01671844365329725;0.014841677292588104;0.014761978673683389;0.014242082155038891;0.014126279557450947;0.011683300546334218
32;0.061096010701766866;0.037596041049804185;0.03472828016690887;0.022744335236367586;0.017137348040705477;0.01521348366695547;0.015134780434400698;0.014616152246943927;0.014486437825121476;0.012073362847502806
33;0.06285087034822505;0.038762045110413534;0.03560804670831186;0.02340718801711007;0.01755664468978264;0.015585623598220851;0.015507916434530361;0.014990583837116126;0.014846931081489828;0.01246380804758167
34;0.0646072719881517;0.039929168641663106;0.03648863456211854;0.024070676690974464;0.01797633329572542;0.01595809675292544;0.015881386459917504;0.015365376636503175;0.015207759012385483;0.012854635431312376
35;0.06636527257887341;0.041097410169462355;0.03737004317723765;0.02473480213778463;0.01839641345032598;0.016330902864026983;0.016255190194261318;0.015740530251691545;0.015568921325769775;0.013245844409041972
36;0.06812482759131162;0.04226676834273736;0.03825227192414396;0.025399565087363234;0.01881688481095307;0.01670404160246421;0.016629327377185147;0.016116044362267608;0.015930417702918878;0.013637434481609551
37;0.0698859797223477;0.04343724210110761;0.03913532025868845;0.026064966151155625;0.019237747017712345;0.017077512701960347;0.017003797727381396;0.016491918626911146;0.01629224786682647;0.014029405232078332
38;0.07164869555772646;0.04460883046056336;0.040019187624746516;0.026731005832362854;0.019658999758080182;0.017451315877481065;0.0173786010008646;0.016868152754773;0.016654411538286888;0.014421756302987377
39;0.07341300710412754;0.04578153264370551;0.04090387354943394;0.027397684549803302;0.02008064273592595;0.01782545089688674;0.017753736965118824;0.017244746467293424;0.017016908481213035;0.014814487392557618
40;0.07517888928610673;0.04695534792252809;0.04178937757300772;0.028065002645628574;0.02050267568903118;0.01819991752724232;0.01812920541271509;0.017621699520987157;0.01737973846613981;0.015207598239404995
41;0.07694636609450664;0.048130275718310314;0.042675699306979085;0.028732960402882934;0.020925098381709792;0.018574715577820127;0.018505006158050164;0.017999011695184433;0.017742901301467457;0.01560108862092042
42;0.0787154187088892;0.049306315485402284;0.04356283838314191;0.02940155805095119;0.021347910602553505;0.01894984486363536;0.01888113903259296;0.01837668279381796;0.01810639680438714;0.01599495834268443
43;0.08048606510867305;0.0504834667872381;0.04445079449072008;0.030070795778264624;0.021771112166937976;0.019325305232427457;0.01925760389059915;0.018754712644520624;0.018470224823043044;0.01638920723786808
44;0.0822582911647935;0.05166172921000801;0.04533956733903315;0.030740673735962044;0.0221947029076861;0.019701096539256828;0.01963440059810525;0.019133101092360365;0.018834385213922052;0.016783835159730115
45;0.08403211034802877;0.05284110242021436;0.0462291566822325;0.03141119204698629;0.022618682681020564;0.02007721866415007;0.020011529041338114;0.019511848003355977;0.019198877857886355;0.01717884198147484
46;0.08580751204766349;0.05402158610034082;0.04711956229180054;0.032082350808452294;0.023043051355767057;0.0204536714940443;0.020388989114764684;0.01989095325600171;0.019563702642840092;0.01757422759084122
47;0.08758450635274916;0.055203179992296694;0.04801078397358647;0.032754150098122305;0.02346780881988029;0.0208304549347474;0.020766780729481554;0.02027041674602314;0.019928859475481536;0.017969991890148994
48;0.08936308529106878;0.05638588384938135;0.04890282154746098;0.03342658997588627;0.023892954970466316;0.021207568897908962;0.021144903802418354;0.020650238378147296;0.020294348268129946;0.018366134792347742
49;0.0911432564151059;0.05756969746901067;0.04979567485935813;0.034099670488359476;0.024318489719720705;0.021585013309364676;0.021523358263682315;0.021030418070741016;0.020660168947415746;0.01876265622112755
50;0.09292501373125873;0.058754620656801246;0.05068934376617366;0.03477339166977671;0.024744412986514846;0.021962788099629066;0.021902144047551298;0.021410955748710454;0.02102632144432215;0.019159556108009266
51;0.09470836288933918;0.059940653251193445;0.05158382814444315;0.035447753545256554;0.025170724701378964;0.02234089320984738;0.022281261098514814;0.021791851347522463;0.021392805700647624;0.019556834392465527
52;0.0964932993794873;0.0611277950965728;0.05247912787910347;0.03612275613131971;0.025597424799732083;0.022719328584801964;0.02266070936406858;0.022173104807420217;0.021759621661502786;0.019954491019765378
53;0.09827982742430959;0.062316046061782426;0.05337524286983332;0.03679839943821084;0.02602451322588862;0.023098094177227114;0.023040488799515462;0.022554716076714672;0.02212676928013354;0.020352525941084637
54;0.10006794362657222;0.06350540601999638;0.05427217302267417;0.037474683470182873;0.0264519899277543;0.023477189942634997;0.023420599362339003;0.022936685107220064;0.022494248512279703;0.0207509391119028
55;0.1018576511383208;0.06469587486262823;0.055169918254706074;0.03815160822715221;0.026879854859968588;0.02385661584247968;0.02380104101594115;0.023319011856862686;0.022862059319782958;0.021149730492096196
56;0.10364894739665277;0.06588745248425847;0.056068478487793554;0.03882917370484277;0.02730810797981594;0.02423637184031441;0.024181813725313854;0.02370169628614643;0.023230201666350835;0.02154890004474285
57;0.10544183475057002;0.06708013879307821;0.05696785365205484;0.03950737989596915;0.027736749249652613;0.024616457904129568;0.024562917459911668;0.024084738360181435;0.02359867552025925;0.021948447736197876
58;0.10723631126281365;0.06827393369959833;0.05786804368118901;0.04018622679029883;0.0281657786337867;0.024996874003491282;0.024944352190352643;0.024468138045978728;0.023967480851174665;0.0223483735352012
59;0.10903237868001157;0.06946883712449148;0.058769048515061595;0.04086571437550127;0.028595196100334393;0.025377620111278344;0.02532611789060851;0.024851895314008977;0.024336617632180254;0.022748677412937037
60;0.11083003553405776;0.07066484899013221;0.0596708680962108;0.04154584263716436;0.029025001618854178;0.025758696201547197;0.025708214535504502;0.0252360101361474;0.02470608583739296;0.023149359342367126
61;0.11262928311972976;0.07186196922648436;0.0605735023717795;0.042226611559406414;0.029455195161758044;0.026140102250827187;0.026090642102380886;0.025620482486861947;0.025075885443483423;0.02355041929827751
62;0.11443012032072755;0.07306019776476001;0.061476951290902006;0.04290802112486771;0.029885776702525027;0.026521838236525448;0.026473400569205306;0.026005312341659842;0.025446016427889524;0.023951857256779358
63;0.11623254809289062;0.07425953454184156;0.0623812148061502;0.04359007131515426;0.030316746216769608;0.026903904137895226;0.026856489915828872;0.026390499677988632;0.02581647876995731;0.024353673195345746
64;0.11803656558372871;0.0754599794955282;0.06328629287157789;0.04427276211081801;0.030748103680896335;0.027286299934842814;0.02723991012256456;0.026776044474065584;0.026187272449601787;0.024755867092438044
65;0.11984217349483954;0.07666153256785604;0.06419218544380544;0.04495609349167892;0.031179849072906586;0.027669025608652663;0.02762366117113449;0.027161946709559053;0.026558397448163393;0.025158438927534197
66;0.12164937117155844;0.077864193701534;0.06509889248055488;0.04564006543680214;0.031611982371387126;0.028052081141094733;0.028007743043601364;0.027548206364707672;0.026929853747404354;0.025561388680849513
67;0.12345815912477358;0.07906796284243721;0.06600641394146489;0.04632467792473185;0.032044503556118265;0.028435466514967953;0.02839215572308169;0.02793482342083469;0.027301641330151633;0.02596471633335813
68;0.12526853684816533;0.08027283993693668;0.06691474978699301;0.047009930933470084;0.03247741260731413;0.028819181713431865;0.02877689919294306;0.02832179785968627;0.027673760179544704;0.026368421866584262
69;0.1270805047095703;0.08147882493376762;0.06782389997902719;0.04769582444064648;0.032910709506080695;0.029203226720414147;0.029161973437340973;0.028709129663818993;0.028046210279518365;0.026772505262618648
70;0.12889406231391018;0.08268591778203145;0.06873386448006431;0.04838235842349885;0.033344394233845734;0.029587601520110536;0.02954737844061635;0.02909681881610322;0.028418991614239195;0.027176966503962476
71;0.13070920992171664;0.08389411843259684;0.06964464325366992;0.04906953285899819;0.03377846677270349;0.029972306097290347;0.02993311418769904;0.029484865300014654;0.028792104168467662;0.027581805573539765
72;0.13252594722132963;0.08510342683660022;0.07055623626386179;0.04975734772383144;0.03421292710498674;0.030357340436921783;0.030319180663655833;0.02987326909926204;0.029165547927136066;0.027987022454580835
73;0.13434427439279248;0.08631384294650069;0.07146864347545535;0.05044580299449409;0.03464777521352613;0.03074270452440151;0.03070557785399361;0.03026203019800617;0.029539322875620434;0.02839261713063171
74;0.13616419118700127;0.08752536671495315;0.07238186485360275;0.05113489864727411;0.03508301108132963;0.03112839834527405;0.03109230574432079;0.030651148580581135;0.029913428999424178;0.028798589585466914
75;0.1379856977236229;0.08873799809560276;0.0732959003640516;0.05182463465832189;0.03551863469177681;0.031514421885403716;0.031479364320574396;0.03104062423165851;0.03028786628438222;0.02920493980309671
76;0.1398087938004629;0.0899517370422382;0.07421074997280058;0.05251501100363665;0.035954646028379236;0.03190077513076475;0.03186675356876666;0.031430457136038724;0.030662634716423807;0.029611667767701987
77;0.14163347949190386;0.09116658350938796;0.07512641364629276;0.05320602765911764;0.03639104507492599;0.03228745806757032;0.03225447347515554;0.03182064727877429;0.031037734281726133;0.030018773463639566
78;0.14345975463092783;0.09238253745168717;0.07604289135115742;0.05389768460055407;0.03682783181530418;0.03267447068211527;0.03264252402605456;0.03221119464501349;0.03141316496653629;0.030426256875393593
79;0.14528761925794947;0.09359959882432488;0.07696018305435681;0.054589981803662216;0.03726500623360853;0.03306181296087309;0.03303090520796115;0.032602099220093106;0.03178892675728664;0.030834117987579762
80;0.14711707323233103;0.09481776758256669;0.07787828872299167;0.05528291924407797;0.03770256831400628;0.03344948489037774;0.0334196170074136;0.03299336098942103;0.032165019640461416;0.031242356784908765
81;0.14894811656900736;0.09603704368209451;0.07879720832441141;0.055976496897384424;0.03814051804082014;0.03383748645729699;0.033808659411087974;0.033384979938546056;0.0325414436026835;0.031650973252189595
82;0.15078074914712528;0.09725742707864647;0.07971694182606887;0.056670714739105836;0.03857885539842677;0.03422581764834337;0.034198032405690595;0.033776956053069754;0.03291819863061421;0.032059967374302056
83;0.15261497096250928;0.09847891772827123;0.08063748919560254;0.05736557274472774;0.039017580371318895;0.03461447845032952;0.03458773597803084;0.03416928931869945;0.03329528471101852;0.03246933913619973
84;0.15445078190914108;0.09970151558706046;0.08155885040072783;0.05806107088969258;0.0394566929440296;0.03500346885010157;0.0349777701149404;0.03456197972118146;0.03367270183069013;0.032879088522889066
85;0.15628818196851227;0.10092522061133768;0.08248102540929998;0.058757209149415075;0.03989619310117872;0.035392788834580434;0.03536813480332829;0.034955027246341294;0.03405044997650014;0.033289215519431384
86;0.15812717104573065;0.10215003275745935;0.08340401418923121;0.059453987499277904;0.04033608082741603;0.03578243839071187;0.03575883003012019;0.0353484318800335;0.034428529135341106;0.03369972011092788
87;0.15996774911153794;0.10337595198195296;0.08432781670853826;0.060151405914644046;0.040776356107456474;0.0361724175054977;0.03614985578229938;0.03574219360817189;0.03480693929416357;0.0341106022825208
88;0.16180991607938777;0.10460297824137339;0.08525243293528059;0.06084946437085275;0.04121701892603749;0.036562726165958445;0.036541212046861934;0.036136312416692205;0.035185680439934156;0.034521862019382045
89;0.16365367191195562;0.10583111149240287;0.08617786283759597;0.0615481628432291;0.04165806926794474;0.03695336435915634;0.036932898810846805;0.03653078829157428;0.03556475255966267;0.034933499306714556
90;0.16549901652895668;0.10706035169174383;0.08710410638365433;0.062247501307081114;0.04209950711798149;0.037344332072168106;0.03732491606130255;0.03692562121881452;0.03594415564037123;0.03534551412974345
91;0.1673459498870198;0.10829069879619498;0.08803116354168472;0.06294747973770583;0.0425413324609867;0.03773562929210118;0.037717263785310075;0.037320811184442214;0.03632388966911421;0.03575790647371687
92;0.16919447191055248;0.10952215276256919;0.08895903427993992;0.06364809811038874;0.04298354528181231;0.0381272560060739;0.038109941969957366;0.03771635817449926;0.036703954632955164;0.036170676323899885
93;0.17104458255165164;0.11075471354775292;0.08988771856671718;0.06434935640040743;0.043426145565337824;0.038519212201228295;0.038502950602356846;0.03811226217505241;0.0370843505189821;0.03658382366557506
94;0.17289628173824473;0.11198838110864327;0.09081721637033209;0.06505125458303049;0.043869133296451916;0.03891149786471407;0.0388962896696261;0.03850852317217755;0.03746507731428973;0.03699734848403726
95;0.17474956941902933;0.11322315540219187;0.09174752765913274;0.0657537926335215;0.044312508460064105;0.039304112983698784;0.0392899591589012;0.038905141151969545;0.037846135005991294;0.03741125076459486
96;0.17660444552457524;0.11445903638535893;0.09267865240148271;0.06645697052713762;0.04475627104109106;0.03969705754535599;0.0396839590573221;0.039302116100530096;0.03822752358120498;0.03782553049256554
97;0.17846091000102937;0.11569602401514685;0.09361059056576938;0.06716078823913221;0.04520042102446491;0.040090331536872574;0.04007828935204273;0.03969944800397497;0.03860924302706302;0.038240187653277156
98;0.18031896278094361;0.11693411824856306;0.09454334212039127;0.06786524574475432;0.04564495839512349;0.04048393494544011;0.04047295003022005;0.04009713684842551;0.03899129333070153;0.0386552222320645
99;0.18217860380855586;0.11817331904264883;0.09547690703376585;0.06857034301925052;0.046089883138016215;0.04087786775826012;0.040867941079021704;0.04049518262001365;0.03937367447926711;0.039070634214270254
